Cell_ID,Strain,Phenotype
3805828,DMA3865,negative
3806028,DMA3865,negative
3808990,DMA1,negative
3811186,DMA1,negative
3811652,DMA1,negative
3811882,DMA1,negative
3812211,DMA1,negative
3812399,DMA1,negative
3812718,DMA1,negative
3812879,DMA1,negative
3813491,DMA1,negative
3814487,DMA1,negative
3814917,DMA1,negative
3814972,DMA1,negative
3814997,DMA1,negative
3816841,DMA1,negative
3825404,DMA3865,negative
3826122,DMA3865,negative
3827195,DMA3865,negative
3829340,DMA3865,negative
3836168,TSA175,multilobed
3836170,TSA175,multilobed
3836172,TSA175,multilobed
3836180,TSA175,multilobed
3836186,TSA175,multilobed
3836187,TSA175,multilobed
3836192,TSA175,multilobed
3836194,TSA175,multilobed
3836195,TSA175,multilobed
3836200,TSA175,multilobed
3836203,TSA175,multilobed
3836206,TSA175,multilobed
3836207,TSA175,multilobed
3836208,TSA175,multilobed
3836214,TSA175,multilobed
3836215,TSA175,multilobed
3836216,TSA175,multilobed
3836219,TSA175,multilobed
3836221,TSA175,multilobed
3836222,TSA175,multilobed
3836844,DMA3905,multilobed
3836847,DMA3905,multilobed
3836860,DMA3905,multilobed
3836862,DMA3905,multilobed
3836864,DMA3905,multilobed
3836868,DMA3905,multilobed
3836869,DMA3905,multilobed
3836870,DMA3905,multilobed
3836878,DMA3905,multilobed
3836896,DMA3905,multilobed
3836899,DMA3905,multilobed
3837290,DMA1,negative
3838301,DMA1,negative
3839147,DMA1,negative
3839373,DMA1,negative
3839707,DMA1,negative
3840144,DMA1,negative
3841208,DMA1,negative
3841559,DMA1,negative
3841775,DMA1,negative
3842427,DMA1,negative
3858987,DMA1,negative
3867256,DMA3865,negative
3869829,DMA1867,V-ATPase complex assembly defect
3869831,DMA1867,V-ATPase complex assembly defect
3869834,DMA1867,V-ATPase complex assembly defect
3869836,DMA1867,V-ATPase complex assembly defect
3869839,DMA1867,V-ATPase complex assembly defect
3869840,DMA1867,V-ATPase complex assembly defect
3869841,DMA1867,V-ATPase complex assembly defect
3869842,DMA1867,V-ATPase complex assembly defect
3869843,DMA1867,V-ATPase complex assembly defect
3869844,DMA1867,V-ATPase complex assembly defect
3869846,DMA1867,V-ATPase complex assembly defect
3869847,DMA1867,V-ATPase complex assembly defect
3869848,DMA1867,V-ATPase complex assembly defect
3869849,DMA1867,V-ATPase complex assembly defect
3869850,DMA1867,V-ATPase complex assembly defect
3876268,TSA142,multilobed
3880141,DMA1,negative
3881119,DMA1,negative
3881674,DMA1,negative
3883854,DMA1,negative
3884349,DMA1,negative
3884534,DMA1,negative
3885109,DMA1,negative
3886168,DMA1,negative
3886936,DMA3865,negative
3888291,DMA3865,negative
3888955,DMA3865,negative
3889119,DMA3865,negative
3891444,DMA3865,negative
3892140,DMA3865,negative
3893050,DMA3865,negative
3895699,DMA3865,negative
3896142,DMA3865,negative
3899123,DMA3865,negative
3909811,DMA1,negative
3910055,DMA1,negative
3916362,DMA-SLOW298,class E
3916375,DMA-SLOW298,class E
3916384,DMA-SLOW298,class E
3916399,DMA-SLOW298,multilobed
3916405,DMA-SLOW298,class E
3916420,DMA-SLOW298,class E
3916422,DMA-SLOW298,multilobed
3916424,DMA-SLOW298,class E
3916425,DMA-SLOW298,class E
3925150,DMA1,negative
3932396,DMA1,negative
3934080,DMA1,negative
3934187,DMA1,negative
3935704,DMA1,negative
3941867,TSA136,multilobed
3941892,TSA136,multilobed
3941897,TSA136,multilobed
3941905,TSA136,multilobed
3941914,TSA136,multilobed
3941920,TSA136,multilobed
3941926,TSA136,multilobed
3941953,TSA136,multilobed
3941963,TSA136,multilobed
3942008,TSA136,multilobed
3942013,TSA136,multilobed
3957499,DMA1,negative
3957604,DMA1,negative
3958486,DMA1,negative
3959325,DMA1,negative
3959871,DMA1,negative
3960440,DMA1,negative
3973342,DMA1,negative
3981001,TSA214,enlarged
3981059,TSA214,enlarged
3981134,TSA214,enlarged
3981180,TSA214,enlarged
3981227,TSA214,enlarged
3981332,TSA214,enlarged
3981353,TSA214,enlarged
3989599,DMA3865,negative
3991404,DMA1,negative
3992873,DMA1,negative
4000348,DMA3386,class E
4000351,DMA3386,class E
4000359,DMA3386,class E
4000360,DMA3386,class E
4000367,DMA3386,class E
4000370,DMA3386,class E
4000372,DMA3386,class E
4000385,DMA3386,class E
4000386,DMA3386,class E
4000388,DMA3386,class E
4000390,DMA3386,class E
4000395,DMA3386,class E
4000396,DMA3386,class E
4000397,DMA3386,class E
4000399,DMA3386,class E
4000409,DMA3386,class E
4000411,DMA3386,class E
4000421,DMA3386,class E
4000426,DMA3386,class E
4000427,DMA3386,class E
4000430,DMA3386,class E
4000431,DMA3386,class E
4000434,DMA3386,class E
4000436,DMA3386,class E
4000438,DMA3386,class E
4000443,DMA3386,class E
4000445,DMA3386,enlarged
4000447,DMA3386,class E
4000451,DMA3386,enlarged
4000452,DMA3386,class E
4000453,DMA3386,class E
4000455,DMA3386,class E
4000456,DMA3386,class E
4000460,DMA3386,class E
4000463,DMA3386,class E
4000469,DMA3386,class E
4000472,DMA3386,class E
4000481,DMA3386,class E
4000484,DMA3386,class E
4000485,DMA3386,class E
4000487,DMA3386,class E
4000493,DMA3386,class E
4000495,DMA3386,class E
4000502,DMA3386,class E
4000504,DMA3386,class E
4000507,DMA3386,multilobed
4000509,DMA3386,class E
4000510,DMA3386,class E
4000515,DMA3386,class E
4000522,DMA3386,class E
4000528,DMA3386,class E
4000533,DMA3386,class E
4000537,DMA3386,enlarged
4000541,DMA3386,class E
4000543,DMA3386,class E
4000544,DMA3386,class E
4000552,DMA3386,class E
4000555,DMA3386,class E
4000561,DMA3386,class E
4000562,DMA3386,class E
4000566,DMA3386,class E
4000567,DMA3386,class E
4000572,DMA3386,class E
4000574,DMA3386,class E
4000576,DMA3386,class E
4000583,DMA3386,class E
4000585,DMA3386,class E
4000591,DMA3386,class E
4000592,DMA3386,class E
4000595,DMA3386,class E
4000596,DMA3386,class E
4000597,DMA3386,class E
4000602,DMA3386,class E
4000608,DMA3386,class E
4000617,DMA3386,class E
4000619,DMA3386,class E
4000620,DMA3386,class E
4000627,DMA3386,class E
4000630,DMA3386,class E
4000636,DMA3386,class E
4000638,DMA3386,class E
4000648,DMA3386,class E
4000650,DMA3386,class E
4000666,DMA3386,class E
4000676,DMA3386,class E
4000679,DMA3386,class E
4000683,DMA3386,class E
4000684,DMA3386,class E
4000690,DMA3386,class E
4000692,DMA3386,class E
4000694,DMA3386,class E
4000700,DMA3386,class E
4000714,DMA3386,class E
4000716,DMA3386,class E
4000717,DMA3386,class E
4000720,DMA3386,class E
4000721,DMA3386,class E
4000726,DMA3386,class E
4000729,DMA3386,class E
4000734,DMA3386,class E
4000754,DMA3386,class E
4000755,DMA3386,class E
4000756,DMA3386,class E
4000757,DMA3386,class E
4000762,DMA3386,class E
4000767,DMA3386,class E
4000769,DMA3386,class E
4000770,DMA3386,class E
4004049,DMA1,negative
4004138,DMA1,negative
4004199,DMA1,negative
4009896,DMA1,negative
4010204,DMA1,negative
4010334,DMA1,negative
4012655,DMA4850,class E
4012664,DMA4850,class E
4012672,DMA4850,class E
4012675,DMA4850,class E
4012676,DMA4850,class E
4012684,DMA4850,class E
4012685,DMA4850,class E
4012689,DMA4850,class E
4012692,DMA4850,class E
4012694,DMA4850,class E
4012703,DMA4850,class E
4012707,DMA4850,class E
4012710,DMA4850,class E
4012721,DMA4850,class E
4012748,DMA4850,class E
4012757,DMA4850,class E
4012764,DMA4850,class E
4012790,DMA4850,class E
4012794,DMA4850,class E
4012796,DMA4850,class E
4012802,DMA4850,class E
4012815,DMA4850,class E
4012816,DMA4850,class E
4012828,DMA4850,class E
4012838,DMA4850,class E
4012840,DMA4850,class E
4012844,DMA4850,class E
4012848,DMA4850,class E
4012855,DMA4850,class E
4033251,DMA1,negative
4033951,DMA1,negative
4033967,DMA1,negative
4035928,DMA1,negative
4036687,DMA1,negative
4037523,DMA1,negative
4037931,DMA1,negative
4041215,DMA1,multilobed
4041399,DMA1,negative
4042332,DMA1,negative
4042912,DMA1,negative
4043405,DMA1,multilobed
4043476,DMA1,negative
4044312,DMA1,negative
4045545,DMA1,negative
4046048,DMA1,negative
4046283,DMA1,negative
4046303,DMA1,negative
4046392,DMA1,negative
4046923,DMA1,negative
4047111,DMA1,negative
4047643,DMA1,negative
4048670,DMA1,negative
4048958,DMA1,negative
4048961,DMA1,negative
4056921,DMA1,negative
4072095,DMA3715,V-ATPase complex assembly defect
4072096,DMA3715,V-ATPase complex assembly defect
4072097,DMA3715,V-ATPase complex assembly defect
4072099,DMA3715,V-ATPase complex assembly defect
4072100,DMA3715,V-ATPase complex assembly defect
4072102,DMA3715,V-ATPase complex assembly defect
4072103,DMA3715,V-ATPase complex assembly defect
4072104,DMA3715,V-ATPase complex assembly defect
4072105,DMA3715,V-ATPase complex assembly defect
4072107,DMA3715,V-ATPase complex assembly defect
4072108,DMA3715,V-ATPase complex assembly defect
4072110,DMA3715,V-ATPase complex assembly defect
4072111,DMA3715,V-ATPase complex assembly defect
4072112,DMA3715,V-ATPase complex assembly defect
4072113,DMA3715,V-ATPase complex assembly defect
4072116,DMA3715,V-ATPase complex assembly defect
4072117,DMA3715,V-ATPase complex assembly defect
4072119,DMA3715,V-ATPase complex assembly defect
4072120,DMA3715,V-ATPase complex assembly defect
4072121,DMA3715,V-ATPase complex assembly defect
4072122,DMA3715,V-ATPase complex assembly defect
4072124,DMA3715,V-ATPase complex assembly defect
4072126,DMA3715,V-ATPase complex assembly defect
4072127,DMA3715,V-ATPase complex assembly defect
4072128,DMA3715,V-ATPase complex assembly defect
4072129,DMA3715,V-ATPase complex assembly defect
4072130,DMA3715,V-ATPase complex assembly defect
4072131,DMA3715,V-ATPase complex assembly defect
4072134,DMA3715,V-ATPase complex assembly defect
4072135,DMA3715,V-ATPase complex assembly defect
4072136,DMA3715,V-ATPase complex assembly defect
4072137,DMA3715,V-ATPase complex assembly defect
4072138,DMA3715,V-ATPase complex assembly defect
4072139,DMA3715,V-ATPase complex assembly defect
4072140,DMA3715,V-ATPase complex assembly defect
4072141,DMA3715,V-ATPase complex assembly defect
4072142,DMA3715,V-ATPase complex assembly defect
4072143,DMA3715,V-ATPase complex assembly defect
4072144,DMA3715,V-ATPase complex assembly defect
4072146,DMA3715,V-ATPase complex assembly defect
4072148,DMA3715,V-ATPase complex assembly defect
4072149,DMA3715,V-ATPase complex assembly defect
4072150,DMA3715,V-ATPase complex assembly defect
4072151,DMA3715,V-ATPase complex assembly defect
4072152,DMA3715,V-ATPase complex assembly defect
4072153,DMA3715,V-ATPase complex assembly defect
4072154,DMA3715,V-ATPase complex assembly defect
4072156,DMA3715,V-ATPase complex assembly defect
4072157,DMA3715,V-ATPase complex assembly defect
4072158,DMA3715,V-ATPase complex assembly defect
4072160,DMA3715,V-ATPase complex assembly defect
4072161,DMA3715,V-ATPase complex assembly defect
4072163,DMA3715,V-ATPase complex assembly defect
4072164,DMA3715,V-ATPase complex assembly defect
4072169,DMA3715,V-ATPase complex assembly defect
4072171,DMA3715,V-ATPase complex assembly defect
4072172,DMA3715,V-ATPase complex assembly defect
4072173,DMA3715,V-ATPase complex assembly defect
4072174,DMA3715,V-ATPase complex assembly defect
4072176,DMA3715,V-ATPase complex assembly defect
4072177,DMA3715,V-ATPase complex assembly defect
4072178,DMA3715,V-ATPase complex assembly defect
4072179,DMA3715,V-ATPase complex assembly defect
4072180,DMA3715,V-ATPase complex assembly defect
4072181,DMA3715,V-ATPase complex assembly defect
4072182,DMA3715,V-ATPase complex assembly defect
4072184,DMA3715,V-ATPase complex assembly defect
4072185,DMA3715,V-ATPase complex assembly defect
4072186,DMA3715,V-ATPase complex assembly defect
4072187,DMA3715,V-ATPase complex assembly defect
4072190,DMA3715,V-ATPase complex assembly defect
4072191,DMA3715,V-ATPase complex assembly defect
4072192,DMA3715,V-ATPase complex assembly defect
4072193,DMA3715,V-ATPase complex assembly defect
4072194,DMA3715,V-ATPase complex assembly defect
4072195,DMA3715,V-ATPase complex assembly defect
4072196,DMA3715,V-ATPase complex assembly defect
4072197,DMA3715,V-ATPase complex assembly defect
4072198,DMA3715,V-ATPase complex assembly defect
4072199,DMA3715,V-ATPase complex assembly defect
4072200,DMA3715,V-ATPase complex assembly defect
4072201,DMA3715,V-ATPase complex assembly defect
4072202,DMA3715,V-ATPase complex assembly defect
4072203,DMA3715,V-ATPase complex assembly defect
4072204,DMA3715,V-ATPase complex assembly defect
4072205,DMA3715,V-ATPase complex assembly defect
4072206,DMA3715,V-ATPase complex assembly defect
4072207,DMA3715,V-ATPase complex assembly defect
4072208,DMA3715,V-ATPase complex assembly defect
4072209,DMA3715,V-ATPase complex assembly defect
4072211,DMA3715,V-ATPase complex assembly defect
4072213,DMA3715,V-ATPase complex assembly defect
4072214,DMA3715,V-ATPase complex assembly defect
4072215,DMA3715,V-ATPase complex assembly defect
4072218,DMA3715,V-ATPase complex assembly defect
4072219,DMA3715,V-ATPase complex assembly defect
4072220,DMA3715,V-ATPase complex assembly defect
4072221,DMA3715,V-ATPase complex assembly defect
4072223,DMA3715,V-ATPase complex assembly defect
4072224,DMA3715,V-ATPase complex assembly defect
4072225,DMA3715,V-ATPase complex assembly defect
4072226,DMA3715,V-ATPase complex assembly defect
4072227,DMA3715,V-ATPase complex assembly defect
4072228,DMA3715,V-ATPase complex assembly defect
4072229,DMA3715,V-ATPase complex assembly defect
4072230,DMA3715,V-ATPase complex assembly defect
4072232,DMA3715,V-ATPase complex assembly defect
4072234,DMA3715,V-ATPase complex assembly defect
4072237,DMA3715,V-ATPase complex assembly defect
4072238,DMA3715,V-ATPase complex assembly defect
4072239,DMA3715,V-ATPase complex assembly defect
4072240,DMA3715,V-ATPase complex assembly defect
4072241,DMA3715,V-ATPase complex assembly defect
4072242,DMA3715,V-ATPase complex assembly defect
4072243,DMA3715,V-ATPase complex assembly defect
4072244,DMA3715,V-ATPase complex assembly defect
4072245,DMA3715,V-ATPase complex assembly defect
4072247,DMA3715,V-ATPase complex assembly defect
4072248,DMA3715,V-ATPase complex assembly defect
4075089,DMA1,negative
4088708,DMA1,negative
4110318,DMA1,negative
4110477,DMA1,negative
4110560,DMA1,negative
4114003,DMA3865,negative
4116333,DMA3865,negative
4118474,DMA3865,negative
4120620,TSA119,sec
4120621,TSA119,sec
4120623,TSA119,sec
4120625,TSA119,sec
4120627,TSA119,sec
4120630,TSA119,sec
4120633,TSA119,sec
4120634,TSA119,sec
4120635,TSA119,sec
4120638,TSA119,sec
4120639,TSA119,sec
4120645,TSA119,sec
4120647,TSA119,sec
4120648,TSA119,sec
4120649,TSA119,sec
4120650,TSA119,sec
4120651,TSA119,sec
4120653,TSA119,sec
4120654,TSA119,sec
4120655,TSA119,sec
4120656,TSA119,sec
4120657,TSA119,sec
4120659,TSA119,sec
4120661,TSA119,sec
4120663,TSA119,sec
4120664,TSA119,sec
4120667,TSA119,sec
4120668,TSA119,sec
4120669,TSA119,sec
4120670,TSA119,sec
4120672,TSA119,sec
4120673,TSA119,sec
4120674,TSA119,sec
4120675,TSA119,sec
4120676,TSA119,sec
4120678,TSA119,sec
4120679,TSA119,sec
4120681,TSA119,sec
4120682,TSA119,sec
4120684,TSA119,sec
4120685,TSA119,sec
4120686,TSA119,sec
4120688,TSA119,sec
4120691,TSA119,sec
4120693,TSA119,sec
4120694,TSA119,sec
4120696,TSA119,sec
4120698,TSA119,sec
4120699,TSA119,sec
4120701,TSA119,sec
4120702,TSA119,sec
4120705,TSA119,sec
4120708,TSA119,sec
4120711,TSA119,sec
4120713,TSA119,sec
4120714,TSA119,sec
4120715,TSA119,sec
4120717,TSA119,sec
4120718,TSA119,sec
4120719,TSA119,sec
4120720,TSA119,sec
4120721,TSA119,sec
4120722,TSA119,sec
4120724,TSA119,sec
4120729,TSA119,sec
4120732,TSA119,sec
4120735,TSA119,sec
4120736,TSA119,sec
4120739,TSA119,sec
4120741,TSA119,sec
4120742,TSA119,sec
4120743,TSA119,sec
4120747,TSA119,sec
4120748,TSA119,sec
4120750,TSA119,sec
4120752,TSA119,sec
4120754,TSA119,sec
4120756,TSA119,sec
4120757,TSA119,sec
4120758,TSA119,sec
4120761,TSA119,sec
4120762,TSA119,sec
4120766,TSA119,sec
4120767,TSA119,sec
4120769,TSA119,sec
4120773,TSA119,sec
4120776,TSA119,sec
4120777,TSA119,sec
4120778,TSA119,sec
4120781,TSA119,sec
4120784,TSA119,sec
4120785,TSA119,sec
4120786,TSA119,sec
4120787,TSA119,sec
4120789,TSA119,sec
4120796,TSA119,sec
4120797,TSA119,sec
4120800,TSA119,sec
4120801,TSA119,sec
4120805,TSA119,sec
4120806,TSA119,sec
4120807,TSA119,sec
4120808,TSA119,sec
4120810,TSA119,sec
4120812,TSA119,sec
4120815,TSA119,sec
4120816,TSA119,sec
4120819,TSA119,sec
4120822,TSA119,sec
4120827,TSA119,sec
4120829,TSA119,sec
4120831,TSA119,sec
4120833,TSA119,sec
4120834,TSA119,sec
4120835,TSA119,sec
4120836,TSA119,sec
4120839,TSA119,sec
4120842,TSA119,sec
4120843,TSA119,sec
4120844,TSA119,sec
4120848,TSA119,sec
4121371,TSA42,multilobed
4121381,TSA42,multilobed
4121399,TSA42,multilobed
4121405,TSA42,multilobed
4121415,TSA42,multilobed
4121416,TSA42,multilobed
4121421,TSA42,multilobed
4121422,TSA42,enlarged
4121428,TSA42,multilobed
4121448,TSA42,multilobed
4121450,TSA42,multilobed
4121462,TSA42,multilobed
4121465,TSA42,multilobed
4121472,TSA42,multilobed
4121485,TSA42,multilobed
4121487,TSA42,multilobed
4121500,TSA42,multilobed
4121501,TSA42,multilobed
4121502,TSA42,multilobed
4121523,TSA42,multilobed
4121524,TSA42,multilobed
4124479,DMA3865,negative
4128521,DMA2763,class E
4128534,DMA2763,class E
4128536,DMA2763,class E
4128544,DMA2763,class E
4128549,DMA2763,class E
4128550,DMA2763,class E
4128553,DMA2763,class E
4128555,DMA2763,class E
4128563,DMA2763,class E
4128565,DMA2763,class E
4128569,DMA2763,class E
4128573,DMA2763,class E
4128592,DMA2763,class E
4128597,DMA2763,class E
4128611,DMA2763,class E
4130847,DMA1,negative
4151057,DMA3865,negative
4154174,DMA1,negative
4159641,DMA1,negative
4165407,DMA1,negative
4170105,DMA1,negative
4177748,DMA1,negative
4177854,DMA1,negative
4177967,DMA1,negative
4178094,DMA1,negative
4185917,DMA1,negative
4198653,DMA1,negative
4207336,DMA1,negative
4207537,DMA1,enlarged
4208119,DMA-SLOW392,class E
4208127,DMA-SLOW392,class E
4208130,DMA-SLOW392,class E
4208133,DMA-SLOW392,class E
4210344,DMA1,negative
4210699,DMA1,negative
4211049,DMA1,negative
4212890,DMA1,negative
4213981,DMA1,negative
4214891,DMA1,negative
4215242,DMA1,negative
4215896,DMA1,negative
4216169,DMA1,negative
4216213,DMA1,negative
4247363,DMA3865,negative
4248790,DMA3865,negative
4249465,DMA3865,negative
4262633,DMA1,negative
4263048,DMA1,negative
4263204,DMA1,multilobed
4264493,DMA1,negative
4264624,DMA1,negative
4265164,DMA1,negative
4266427,DMA1,negative
4266824,DMA1,negative
4266906,DMA1,negative
4266992,DMA1,negative
4267020,DMA1,negative
4267078,DMA1,negative
4267325,DMA1,negative
4267385,DMA1,negative
4267455,DMA1,negative
4267919,DMA1,negative
4268002,DMA1,negative
4268012,DMA1,negative
4268114,DMA1,negative
4268231,DMA1,negative
4269342,DMA1,negative
4269607,DMA1,multilobed
4269730,DMA1,negative
4269889,DMA1,negative
4270064,DMA1,negative
4280116,TSA634,sec
4280118,TSA634,sec
4280119,TSA634,sec
4280121,TSA634,sec
4280123,TSA634,sec
4280124,TSA634,sec
4280126,TSA634,sec
4280127,TSA634,sec
4280129,TSA634,sec
4280131,TSA634,sec
4280132,TSA634,sec
4280134,TSA634,sec
4280136,TSA634,sec
4280137,TSA634,sec
4280138,TSA634,sec
4280139,TSA634,sec
4280142,TSA634,sec
4280143,TSA634,sec
4280145,TSA634,sec
4280148,TSA634,sec
4280150,TSA634,sec
4280151,TSA634,sec
4280152,TSA634,sec
4280154,TSA634,sec
4280155,TSA634,sec
4280156,TSA634,sec
4280158,TSA634,sec
4280159,TSA634,sec
4280161,TSA634,sec
4280162,TSA634,sec
4280163,TSA634,sec
4280164,TSA634,sec
4280166,TSA634,sec
4280170,TSA634,sec
4280171,TSA634,sec
4280172,TSA634,sec
4280173,TSA634,sec
4280174,TSA634,sec
4280179,TSA634,sec
4280182,TSA634,sec
4280183,TSA634,sec
4280184,TSA634,sec
4280185,TSA634,sec
4280187,TSA634,sec
4280191,TSA634,sec
4280192,TSA634,sec
4280194,TSA634,sec
4280195,TSA634,sec
4280197,TSA634,sec
4280199,TSA634,sec
4280202,TSA634,sec
4280204,TSA634,sec
4280205,TSA634,sec
4280206,TSA634,sec
4280208,TSA634,sec
4280209,TSA634,sec
4280210,TSA634,sec
4280212,TSA634,sec
4280216,TSA634,sec
4280218,TSA634,sec
4280219,TSA634,sec
4280220,TSA634,sec
4280222,TSA634,sec
4280226,TSA634,sec
4280227,TSA634,sec
4280230,TSA634,sec
4280231,TSA634,sec
4280232,TSA634,sec
4280233,TSA634,sec
4280234,TSA634,sec
4280235,TSA634,sec
4280236,TSA634,sec
4280237,TSA634,sec
4280239,TSA634,sec
4280240,TSA634,sec
4280242,TSA634,sec
4280245,TSA634,sec
4280246,TSA634,sec
4280248,TSA634,sec
4280251,TSA634,sec
4280253,TSA634,sec
4280254,TSA634,sec
4280257,TSA634,sec
4280260,TSA634,sec
4280261,TSA634,sec
4280262,TSA634,sec
4280265,TSA634,sec
4280266,TSA634,sec
4280267,TSA634,sec
4280269,TSA634,sec
4280270,TSA634,sec
4280271,TSA634,sec
4280273,TSA634,sec
4280275,TSA634,sec
4280279,TSA634,sec
4280280,TSA634,sec
4280281,TSA634,sec
4280283,TSA634,sec
4280284,TSA634,sec
4280285,TSA634,sec
4280287,TSA634,sec
4280293,TSA634,sec
4280294,TSA634,sec
4280299,TSA634,sec
4280302,TSA634,sec
4280305,TSA634,sec
4280308,TSA634,sec
4280312,TSA634,sec
4280318,TSA634,sec
4280319,TSA634,sec
4280321,TSA634,sec
4280322,TSA634,sec
4280324,TSA634,sec
4280325,TSA634,sec
4280326,TSA634,sec
4280328,TSA634,sec
4280331,TSA634,sec
4280333,TSA634,sec
4280334,TSA634,sec
4280336,TSA634,sec
4280338,TSA634,sec
4280340,TSA634,sec
4280342,TSA634,sec
4280343,TSA634,sec
4280344,TSA634,sec
4280345,TSA634,sec
4280347,TSA634,sec
4280348,TSA634,sec
4280354,TSA634,sec
4280356,TSA634,sec
4280359,TSA634,sec
4280364,TSA634,sec
4280366,TSA634,sec
4280367,TSA634,sec
4280371,TSA634,sec
4280374,TSA634,sec
4280377,TSA634,sec
4280378,TSA634,sec
4280379,TSA634,sec
4280380,TSA634,sec
4281670,TSA54,sec
4281671,TSA54,sec
4281672,TSA54,sec
4281673,TSA54,sec
4281675,TSA54,sec
4281678,TSA54,sec
4281680,TSA54,sec
4281681,TSA54,sec
4281683,TSA54,sec
4281684,TSA54,sec
4281685,TSA54,sec
4281686,TSA54,sec
4281687,TSA54,sec
4281690,TSA54,sec
4281691,TSA54,sec
4281693,TSA54,sec
4281694,TSA54,sec
4281695,TSA54,sec
4281697,TSA54,sec
4281700,TSA54,sec
4281701,TSA54,sec
4281702,TSA54,sec
4281703,TSA54,sec
4281704,TSA54,sec
4281705,TSA54,sec
4281706,TSA54,sec
4281707,TSA54,sec
4281708,TSA54,sec
4281710,TSA54,sec
4281711,TSA54,sec
4281712,TSA54,sec
4281713,TSA54,sec
4281716,TSA54,sec
4281717,TSA54,sec
4281718,TSA54,sec
4281720,TSA54,sec
4281721,TSA54,sec
4281722,TSA54,sec
4281724,TSA54,sec
4281725,TSA54,sec
4281726,TSA54,sec
4281727,TSA54,sec
4281728,TSA54,sec
4281730,TSA54,sec
4281732,TSA54,sec
4281733,TSA54,sec
4281734,TSA54,sec
4281735,TSA54,sec
4281740,TSA54,sec
4281743,TSA54,sec
4281744,TSA54,sec
4281745,TSA54,sec
4281747,TSA54,sec
4281750,TSA54,sec
4281752,TSA54,sec
4281753,TSA54,sec
4281754,TSA54,sec
4281755,TSA54,sec
4281756,TSA54,sec
4281761,TSA54,sec
4281762,TSA54,sec
4281764,TSA54,sec
4281765,TSA54,sec
4281768,TSA54,sec
4281769,TSA54,sec
4281771,TSA54,sec
4281775,TSA54,sec
4281776,TSA54,sec
4281777,TSA54,sec
4281778,TSA54,sec
4281779,TSA54,sec
4281782,TSA54,sec
4281783,TSA54,sec
4281784,TSA54,sec
4281786,TSA54,sec
4281787,TSA54,sec
4281788,TSA54,sec
4281789,TSA54,sec
4281791,TSA54,sec
4281794,TSA54,sec
4281796,TSA54,sec
4281797,TSA54,sec
4281798,TSA54,sec
4281801,TSA54,sec
4281803,TSA54,sec
4281806,TSA54,sec
4281807,TSA54,sec
4281808,TSA54,sec
4281809,TSA54,sec
4281811,TSA54,sec
4281813,TSA54,sec
4281814,TSA54,sec
4281815,TSA54,sec
4281818,TSA54,sec
4281819,TSA54,sec
4281820,TSA54,sec
4281822,TSA54,sec
4281825,TSA54,sec
4281826,TSA54,sec
4281828,TSA54,sec
4281831,TSA54,sec
4282353,DMA3865,negative
4284231,DMA1,multilobed
4285758,DMA1,negative
4286674,DMA1,negative
4287129,DMA1,negative
4287983,DMA1,negative
4289122,DMA1,negative
4289161,DMA1,negative
4289430,DMA1,negative
4290908,DMA1552,enlarged
4290909,DMA1552,enlarged
4290913,DMA1552,enlarged
4290915,DMA1552,enlarged
4290917,DMA1552,enlarged
4290919,DMA1552,enlarged
4290921,DMA1552,enlarged
4290927,DMA1552,enlarged
4290929,DMA1552,enlarged
4290943,DMA1552,enlarged
4290949,DMA1552,enlarged
4290952,DMA1552,enlarged
4290956,DMA1552,enlarged
4290957,DMA1552,enlarged
4290960,DMA1552,enlarged
4290962,DMA1552,enlarged
4290963,DMA1552,enlarged
4290966,DMA1552,enlarged
4290969,DMA1552,enlarged
4290971,DMA1552,enlarged
4290977,DMA1552,enlarged
4290980,DMA1552,enlarged
4290984,DMA1552,enlarged
4290988,DMA1552,enlarged
4290989,DMA1552,enlarged
4290990,DMA1552,enlarged
4290993,DMA1552,enlarged
4290997,DMA1552,enlarged
4291001,DMA1552,enlarged
4291005,DMA1552,enlarged
4291007,DMA1552,enlarged
4291009,DMA1552,enlarged
4291010,DMA1552,enlarged
4291012,DMA1552,enlarged
4291013,DMA1552,enlarged
4291014,DMA1552,enlarged
4291018,DMA1552,enlarged
4291025,DMA1552,enlarged
4291026,DMA1552,enlarged
4291030,DMA1552,enlarged
4291033,DMA1552,enlarged
4291035,DMA1552,enlarged
4291038,DMA1552,enlarged
4291041,DMA1552,enlarged
4291045,DMA1552,enlarged
4291046,DMA1552,enlarged
4291048,DMA1552,enlarged
4293889,DMA1,negative
4293923,DMA1,negative
4297586,TSA149,multilobed
4297600,TSA149,multilobed
4297610,TSA149,multilobed
4297615,TSA149,multilobed
4297655,TSA149,multilobed
4297656,TSA149,multilobed
4297659,TSA149,multilobed
4297660,TSA149,multilobed
4297664,TSA149,multilobed
4297666,TSA149,multilobed
4297668,TSA149,multilobed
4297675,TSA149,multilobed
4297679,TSA149,multilobed
4297696,TSA149,multilobed
4297703,TSA149,multilobed
4297712,TSA149,multilobed
4297725,TSA149,multilobed
4297730,TSA149,multilobed
4297737,TSA149,multilobed
4297738,TSA149,multilobed
4297753,TSA149,multilobed
4297760,TSA149,multilobed
4297769,TSA149,multilobed
4297775,TSA149,multilobed
4297780,TSA149,multilobed
4297801,TSA149,multilobed
4297804,TSA149,multilobed
4297806,TSA149,multilobed
4297809,TSA149,multilobed
